weeks,M,T,W,R,F,Sa,Su,target,bins
762,0.0006766305939480688,0.0016894749067635217,-0.009498097087881519,-0.011311133449101618,-0.0027615413072261674,0.0,0.0,-0.01007475636588584,0.0
763,-0.01007475636588584,-0.004900233868118775,-0.018056805183470637,0.0064103423956547445,0.011295502963006854,0.0,0.0,0.003503857898064844,3.0
764,0.003503857898064844,-0.0014000492458414726,-0.007735664617519511,-0.010645949119077791,0.0,0.0,0.0,0.0007133096032836406,2.0
765,0.0007133096032836406,0.00035646408835976473,0.005331450225892986,-0.004975113158900868,-0.0003563370669921184,0.0,0.0,-0.004643759064535402,1.0
766,-0.004643759064535402,-0.007186520639276495,0.002161405810658046,0.0,0.007171059927222778,0.0,0.0,0.00924617550131579,3.0
767,0.00924617550131579,0.009862665571969131,0.0014011350803615485,0.005932601529271331,0.004166714361693025,0.0,0.0,-0.001040104108744444,1.0
768,-0.001040104108744444,-0.0017358102634021932,0.005198417745011064,0.003795091786828131,-0.0013783393089639162,0.0,0.0,-0.004492794745991624,1.0
769,-0.004492794745991624,0.004492794745991624,0.00618767198410719,0.003421146138922637,0.000682867913518237,0.0,0.0,0.005785321445956448,3.0
770,0.005785321445956448,0.002033817650211489,0.003380665966789209,0.003705599771181234,0.002015472654198547,0.0,0.0,0.008354267469857568,3.0
771,0.008354267469857568,0.009933856524290796,0.0016460909066688956,-0.0006581507442211532,0.006561703591626333,0.0,0.0,0.0009806112991768146,2.0
772,0.0009806112991768146,0.0029358820343929892,0.00032569939718918306,0.003250978092432355,0.0067928643503387676,0.0,0.0,-0.00032244397215652754,2.0
773,-0.00032244397215652754,-0.0016136843595839778,0.006439172156632367,0.0,0.0067168201976910424,0.0,0.0,0.0006372912837999678,2.0
774,0.0006372912837999678,-0.0038301418943049725,0.0038301418943049725,0.013605708882276524,-0.005040987217546977,0.0,0.0,0.0006314556632123214,2.0
775,0.0006314556632123214,0.0,0.0028369569854707066,0.008462617420659235,0.0052918784972968425,0.0,0.0,0.008039641101082573,3.0
776,0.008039641101082573,-0.0024669084129440577,-0.002163443877394755,-0.002478371753601216,0.0012399071990207844,0.0,0.0,-0.0009297629852449418,2.0
777,-0.0009297629852449418,-0.006532939768215229,0.0,-0.0006243584284213455,0.004984359228849655,0.0,0.0,0.0037221259546162955,3.0
778,0.0037221259546162955,0.0018558805030890468,0.0,0.004316978603991828,0.0006152322442867231,0.0,0.0,0.0009220470746003073,2.0
779,0.0009220470746003073,0.006125593426681952,0.01123440366768147,-0.017359997094363422,-0.0033851579030512724,0.0,0.0,-0.001851299561952402,1.0
780,-0.001851299561952402,0.004314410390403367,0.0021501528589364938,0.009163167519423254,0.0042475611137513525,0.0,0.0,-0.003639621885300315,1.0
781,-0.003639621885300315,0.0012146797617269556,-0.0030395160178962044,-0.007946270491705043,0.005202802860972078,0.0,0.0,0.0054794292346711515,3.0
782,0.0054794292346711515,0.006053287358849246,0.010207215885572829,0.0002986591113369741,-0.0014940986164004855,0.0,0.0,0.005070889314927385,3.0
783,0.005070889314927385,0.007410734836168942,-0.0011820154726160936,0.004425438545381688,0.0011767991631952412,0.0,0.0,0.009073692923822207,3.0
784,0.009073692923822207,0.0034903525531309043,0.0031888880757522386,0.004043893471928683,0.005462120951500893,0.0,0.0,0.0,2.0
785,0.0,0.005717568659346917,0.006818276414388258,-0.0031192595032694115,0.010031841107385198,0.0,0.0,0.000140628381697816,2.0
786,0.000140628381697816,-0.0008438138525388439,-0.0011261093627483731,0.002531986182062518,0.010064401503623088,0.0,0.0,0.0013898542890542487,3.0
787,0.0013898542890542487,0.002496863573482777,-0.002496863573482777,0.002496863573482777,0.004147662588894541,0.0,0.0,0.0022051221542520594,3.0
788,0.0022051221542520594,0.005765221184738323,0.009806687386536339,0.001083701026550088,0.004862294870090267,0.0,0.0,-0.002428151680392787,1.0
789,-0.002428151680392787,0.0021586300531275526,0.0037664666837686767,0.0008053093914863751,0.0010726576259019183,0.0,0.0,-0.00214654766199196,1.0
790,-0.00214654766199196,-0.006737662143549095,-0.000270388101714758,0.007008050245263853,0.0,0.0,0.0,0.004288417289396662,3.0
791,0.004288417289396662,0.005068689111489277,-0.009088525756282273,0.007224143792372573,-0.003471810164842992,0.0,0.0,-0.010217857280463427,0.0
792,-0.010217857280463427,0.0021597956909698013,0.010196004697832883,0.0002669317981895958,0.011938064201173937,0.0,0.0,0.0005272396600339846,2.0
793,0.0005272396600339846,0.004470781937243373,0.009142025131589904,0.01086119296678234,0.003338090171197017,0.0,0.0,0.0007687072768023384,2.0
794,0.0007687072768023384,0.004600105188794501,-0.007164866829100447,0.0015396615939131664,0.005880083502979083,0.0,0.0,0.0005097145957915217,2.0
795,0.0005097145957915217,-0.002551021791605379,-0.010785959893884645,-0.010642478125027388,-0.0005220882312997333,0.0,0.0,0.0033884771645471545,3.0
796,0.0033884771645471545,0.0064842662101609605,-0.0025886631879243893,0.0018127986600475765,0.002067687509495819,0.0,0.0,0.0036083131933422052,3.0
